religion,social_group,sector,gender,marital_status,day_of_week,principal_activity_status,activity_type,n_total_persons,n_participants,participation_rate,total_minutes,mean_minutes_per_participant,mean_minutes_per_person
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in public works,"Socializing and communication, community participation and religious practice",25,23,.92000002,3570,155.2173913043478,142.8
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in public works,"Culture, leisure, mass-media and sports practices",25,24,.95999998,3570,148.75,142.8
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in public works,Self-care and maintenance,25,25,1,19050,762,762
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in other types of work,Employment and related activities,259,221,.85328186,96540,436.8325791855204,372.7413
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in other types of work,Production of goods for own final use,259,69,.26640928,5640,81.73913043478261,21.776062
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,259,250,.96525097,73950,295.8,285.52124
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in other types of work,Unpaid caregiving services for household members,259,89,.34362933,10320,115.9550561797753,39.845558
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",259,242,.93436295,47340,195.6198347107438,182.77992
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",259,213,.82239383,26160,122.8169014084507,101.00386
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,worked as casual wage labour: in other types of work,Self-care and maintenance,259,259,1,184830,713.6293436293437,713.62933
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended educational institution,"Culture, leisure, mass-media and sports practices",10,10,1,1650,165,165
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended educational institution,Self-care and maintenance,10,10,1,7440,744,744
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,Employment and related activities,968,35,.036157023,9150,261.4285714285714,9.4524794
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,Production of goods for own final use,968,224,.23140496,19350,86.38392857142857,19.98967
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,Unpaid domestic services for household members,968,955,.98657024,413790,433.2879581151832,427.46899
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,Unpaid caregiving services for household members,968,575,.59400827,113760,197.8434782608696,117.52066
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,"Unpaid volunteer, trainee and other unpaid work",968,10,.010330578,900,90,.92975205
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,"Socializing and communication, community participation and religious practice",968,916,.94628102,175620,191.7248908296943,181.42561
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",968,841,.86880165,149700,178.0023781212842,154.64876
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,attended domestic duties only,Self-care and maintenance,968,968,1,728580,752.6652892561983,752.66528
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Employment and related activities,570,60,.10526316,12300,205,21.578947
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Production of goods for own final use,570,318,.55789477,45420,142.8301886792453,79.684212
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,570,563,.9877193,232740,413.392539964476,408.3158
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid caregiving services for household members,570,293,.51403511,50730,173.1399317406143,89
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",570,535,.93859649,104040,194.4672897196262,182.52632
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",570,469,.82280701,71280,151.9829424307036,125.05264
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,570,570,1,424560,744.8421052631579,744.8421
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"rentiers, pensioners , remittance recipients, etc.",Production of goods for own final use,68,26,.38235295,3150,121.1538461538462,46.323528
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"rentiers, pensioners , remittance recipients, etc.",Unpaid domestic services for household members,68,64,.94117647,23370,365.15625,343.67648
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"rentiers, pensioners , remittance recipients, etc.",Unpaid caregiving services for household members,68,34,.5,7050,207.3529411764706,103.67647
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"rentiers, pensioners , remittance recipients, etc.","Socializing and communication, community participation and religious practice",68,64,.94117647,15210,237.65625,223.67647
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"rentiers, pensioners , remittance recipients, etc.","Culture, leisure, mass-media and sports practices",68,61,.89705884,10770,176.5573770491803,158.38235
Hinduism,scheduled caste,Rural,female,currently married,Tuesday,"rentiers, pensioners , remittance recipients, etc.",Self-care and maintenance,68,68,1,51540,757.9411764705883,757.94116
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked in household enterprise (self-employed): own account worker,Employment and related activities,179,139,.77653629,39540,284.4604316546763,220.89386
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked in household enterprise (self-employed): own account worker,Production of goods for own final use,179,69,.38547486,10860,157.3913043478261,60.670391
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,179,174,.97206706,61770,355,345.0838
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked in household enterprise (self-employed): own account worker,Unpaid caregiving services for household members,179,75,.41899443,10800,144,60.335194
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",179,165,.92178774,29670,179.8181818181818,165.7542
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",179,143,.79888266,17520,122.5174825174825,97.877098
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,179,179,1,128220,716.3128491620112,716.31287
Hinduism,scheduled caste,Rural,female,currently married,Wednesday,worked as helper in household enterprise (unpaid family worker),Employment and related activities,145,104,.71724141,31860,306.3461538461539,219.72414
